Fecha,Id,Jugador,Pareja,Equipo,Jugados,Ganados ,Puntos,Partida,Doble
6/13/2025,8,Piztache,Kilo,Kilo / Piztache,1,1,1,69,2
6/13/2025,8,Jorge,Rober,Rober / Jorge,1,0,-1,69,2
6/13/2025,9,Jerry,Rober,Rober / Jerry,1,1,1,70,2
6/13/2025,9,Kilo,Jorge,Jorge / Kilo,1,0,-1,70,2
6/13/2025,10,Jorge,Jerry,Jerry / Jorge,1,1,1,71,2
6/13/2025,10,Kilo,Rober,Rober / Kilo,1,0,-1,71,2
6/13/2025,11,Jorge,Jerry,Jerry / Jorge,1,1,2,72,2
6/13/2025,11,Kilo,Rober,Rober / Kilo,1,0,-2,72,2
6/20/2025,1,Piztache,Jorge,Jorge / Piztache,1,1,2,75,2
6/20/2025,1,Kilo,Jerry,Jerry / Kilo,1,0,-2,75,2
6/20/2025,2,Kilo,Jorge,Jorge / Kilo,1,1,2,76,2
6/20/2025,2,Piztache,Jerry,Jerry / Piztache,1,0,-2,76,2
6/20/2025,3,Jorge,Jerry,Jerry / Jorge,1,1,2,77,2
6/20/2025,3,Piztache,Kilo,Kilo / Piztache,1,0,-2,77,2
6/20/2025,4,Kilo,Jerry,Jerry / Kilo,1,1,1,78,2
6/20/2025,4,Piztache,Jorge,Jorge / Piztache,1,0,-1,78,2
6/20/2025,5,Piztache,Jerry,Jerry / Piztache,1,1,2,79,2
6/20/2025,5,Kilo,Jorge,Jorge / Kilo,1,0,-2,79,2
6/20/2025,6,Kilo,Jerry,Jerry / Kilo,1,1,6,80,2
6/20/2025,6,Piztache,Jorge,Jorge / Piztache,1,0,-6,80,2
6/20/2025,7,Jorge,Jerry,Jerry / Jorge,1,1,2,81,2
6/20/2025,7,Piztache,Kilo,Kilo / Piztache,1,0,-2,81,2
7/4/2025,1,Kilo,Jorge,Jorge / Kilo,1,1,12,84,2
7/4/2025,1,Piztache,Jerry,Jerry / Piztache,1,0,-12,84,2
