Fecha,Id,Jugador,Pareja,Equipo,Jugados,Ganados ,Puntos,Partida,Doble
12/5/2025,3,Rober,Jorge,Rober / Jorge,1,1,1,63,1
12/5/2025,3,Jerry,Kilo,Jerry / Kilo,1,0,-1,63,1
12/5/2025,4,Jerry,Kilo,Jerry / Kilo,1,1,2,64,1
12/5/2025,4,Rober,Jorge,Rober / Jorge,1,0,-2,64,1
12/5/2025,5,Rober,Jerry,Rober / Jerry,1,1,2,65,1
12/5/2025,5,Jorge,Kilo,Jorge / Kilo,1,0,-2,65,1
12/5/2025,6,Jerry,Piztache,Jerry / Piztache,1,1,3,66,1
12/5/2025,6,Rober,Kilo,Rober / Kilo,1,0,-3,66,1
12/5/2025,7,Rober,Piztache,Rober / Piztache,1,1,1,67,1
12/5/2025,7,Jerry,Kilo,Jerry / Kilo,1,0,-1,67,1
12/5/2025,8,Jorge,Kilo,Jorge / Kilo,1,1,1,68,1
12/5/2025,8,Rober,Piztache,Rober / Piztache,1,0,-1,68,1
12/5/2025,9,Kilo,Piztache,Kilo / Piztache,1,1,2,69,1
12/5/2025,9,Jerry,Jorge,Jerry / Jorge,1,0,-2,69,1
12/12/2026,1,Jerry,Kilo,Jerry / Kilo,1,1,2,72,1
12/12/2026,1,Jorge,Piztache,Jorge / Piztache,1,0,-2,72,1
12/12/2026,2,Jerry,Piztache,Jerry / Piztache,1,1,9,73,1
12/12/2026,2,Jorge,Kilo,Jorge / Kilo,1,0,-9,73,1
12/12/2026,3,Jerry,Piztache,Jerry / Piztache,1,1,6,74,1
12/12/2026,3,Jorge,Kilo,Jorge / Kilo,1,0,-6,74,1
12/12/2026,4,Jorge,Kilo,Jorge / Kilo,1,1,2,75,1
12/12/2026,4,Jerry,Piztache,Jerry / Piztache,1,0,-2,75,1
12/12/2026,5,Kilo,Piztache,Kilo / Piztache,1,1,1,76,1
12/12/2026,5,Jerry,Jorge,Jerry / Jorge,1,0,-1,76,1
12/12/2026,6,Kilo,Piztache,Kilo / Piztache,1,1,1,77,1
12/12/2026,6,Rober,Jerry,Rober / Jerry,1,0,-1,77,1
10/10/2025,1,Piztache,Jerry,Jerry / Piztache,1,1,2,1,2
10/10/2025,1,Kilo,Jorge,Jorge / Kilo,1,0,-2,1,2
10/10/2025,2,Piztache,Jorge,Jorge / Piztache,1,1,1,2,2
10/10/2025,2,Kilo,Jerry,Jerry / Kilo,1,0,-1,2,2
10/10/2025,3,Piztache,Jorge,Jorge / Piztache,1,1,2,3,2
10/10/2025,3,Kilo,Jerry,Jerry / Kilo,1,0,-2,3,2
10/10/2025,4,Piztache,Jorge,Jorge / Piztache,1,1,2,4,2
10/10/2025,4,Kilo,Jerry,Jerry / Kilo,1,0,-2,4,2
10/10/2025,5,Piztache,Kilo,Kilo / Piztache,1,1,4,5,2
10/10/2025,5,Jorge,Jerry,Jerry / Jorge,1,0,-4,5,2
10/17/2025,1,Kilo,Rober,Rober / Kilo,1,1,3,8,2
10/17/2025,1,Piztache,Jorge,Jorge / Piztache,1,0,-3,8,2
10/17/2025,2,Kilo,Rober,Rober / Kilo,1,1,4,9,2
10/17/2025,2,Piztache,Jorge,Jorge / Piztache,1,0,-4,9,2
10/17/2025,3,Piztache,Rober,Rober / Piztache,1,1,2,10,2
10/17/2025,3,Kilo,Jorge,Jorge / Kilo,1,0,-2,10,2
10/17/2025,4,Jerry,Rober,Rober / Jerry,1,1,3,11,2
10/17/2025,4,Piztache,Kilo,Kilo / Piztache,1,0,-3,11,2
10/17/2025,5,Piztache,Jorge,Jorge / Piztache,1,1,3,12,2
